"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"1029","200928_172112_406447","NOV","NOR","24","463258197927341586851697243648123759179465832532879461286734915315982674794516328","000200190027040000050000003608003000000400002030009401006000900000002670704000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"1030","200928_172113_298648","REG","NOR","26","415372896736918524289546731361295487947831652852467913124689375678153249593724168","005300000000000504289000701300290407000030000050407010000689000078050009000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1031","200928_172114_337731","REG","NOR","25","914638725586972134723145986139857642862394571475216893698421357347569218251783469","000008700006970104003040900009000040860000000005010003000001007340000200200080400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1032","200928_172115_476123","REG","NOR","24","518427396674893512239516487845371629927658143163249875496785231752134968381962754","508420006000000012030000080040300000900650000063040870006000000000100900000900004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1033","200928_172116_489441","MAS","NOR","22","124876359396125487875394261487639512651742938239518674548267193712953846963481725","000000000306020007005300000400600002000000000030018070000007193012050800000400000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00010011111","0"
"1034","200928_172117_496233","EXP","NOR","24","348652971691374825527198436964235718835761249712489563179826354256943187483517692","008050000690004020007000006000000710805060009000480000070806000250000100000000092","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1035","200928_172118_730422","REG","NOR","26","517436982368279514294851763743528691156794328829163457931642875672385149485917236","010400080360000000200000700700500090056794000820060050000000000602080000000910036","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1036","200928_172119_679555","REG","NOR","24","386149725597632814124785936963854172842917563715326489639471258451268397278593641","000009020500030000004000900060850070800000503710006400600001050000000300070090001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1037","200928_172120_652034","NOV","NOR","24","463829715128357964975164832714685329256931478389742651891273546647518293532496187","000009005108300900000100002700080000050930400089042000091000040600000200000000080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000001","0"
"1038","200928_172121_764607","REG","NOR","23","918735246463829715572146983145963827897251364236478591754682139689317452321594678","008700206000009010002040900100000007000250000006000000750000009000000000300594078","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1039","200928_172122_755423","MAS","NOR","23","156327489734189625289645713962813547815794236347256891698532174471968352523471968","000320480700080020009040000000000507015704006000206000690000070000000000003001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"1040","200928_172124_034425","REG","NOR","24","421358967758296413963174825214783659675921384839465172396517248582649731147832596","001350000700000400060104805204000000005900000030000070000010040000600730100800090","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1041","200928_172125_092557","MAS","NOR","23","972684351584123697361795248458316729236879415719452863625937184193248576847561932","002680050000000000301790000400010700030009000010000860000007004000200000840000930","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"1042","200928_172126_432448","REG","NOR","22","358629714694731285217548639136284597745396128982157463461873952829465371573912846","350000000000001080000008600100000090000096000000050400060800950020000301070002040","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1043","200928_172127_572266","EXP","NOR","22","165892743478351692293476185359728461821564379746139528912643857534987216687215934","000002000408000600000070085000008001020060000740030000012000007030900000000205004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1044","200928_172128_725702","EXP","NOR","26","357198624619324857482675391938716542126543789574982136763259418245861973891437265","000190000009000807400605001900000040020003780000002000703200000205001000001007065","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1045","200928_172129_859108","EXP","NOR","22","265871394197435286483269751546917823738542619921683475372156948859324167614798532","260000300000400000000009750000010020038000009001080070070006000050004060004000500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1046","200928_172131_021964","REG","NOR","24","351729864986143572427856391572418936193265487864937125735694218248371659619582743","051000064900100000020800300002000036000060080000907100000004200008300000000082700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1047","200928_172131_998884","MAS","NOR","25","972816435638254197154937826346125978597348261821679354715492683469583712283761549","002800005008000090100037000006020070000008060020000004015400083060003700000060500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000011111","0"
"1048","200928_172133_054082","NOV","NOR","24","682147593173695824945283761791356482856924137234871659519738246368412975427569318","000107003003000820940000001700300000056020100000000650009730000300000000020560000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"1049","200928_172134_106422","REG","NOR","25","364217958259368741718459632526783194431596287987124365875931426643872519192645873","000207050000060000018400002020003104430000080007000060805000000040070010002005003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1050","200928_172135_116613","REG","NOR","25","481965273697328541235471968916254837572836419348197652159683724863742195724519386","400005003007000500200001060910000000000006019308090000050080700003042000020000086","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1051","200928_172136_322225","REG","NOR","23","342159678856473129971286534184365297723914865695827413267598341539641782418732956","002000608050000120900006000000000007720904005690820000000090040000040000018000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1052","200928_172137_577642","REG","NOR","24","931257864768134592542689317187563249396842751425791683873916425614325978259478136","900000860008100000040600017000503200300002700020700600070900000010005000000008030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1053","200928_172138_552203","REG","NOR","25","374615982958732146126489357439521678512876493867394215795163824283947561641258739","300610000008000006000009007000020078000800490060000005005060024200900001600058000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1054","200928_172139_565143","MAS","NOR","24","594627318318549267672813945127954683839162574456378129745296831281435796963781452","590607010310040200000000000007000080000002504406300000700006000200035000003000400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"1055","200928_172140_625759","EXP","NOR","24","497516238832479156651382749273158694148963572965247381314695827726834915589721463","407010200030000100000300009000008000040003500905040001010600007700804000089000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1056","200928_172141_819942","MAS","NOR","24","348256197126379485759148326682794513471835269935621748863512974514967832297483651","000200107006000000009048320082000000000030000905020040800500000010907000000400650","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"1057","200928_172143_109817","MAS","NOR","23","438915762697324518152867349849651273316279854725483196583196427974532681261748935","400900002607000008100000300000050070306070050020083100083100000000000000000008900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101011111","0"
"1058","200928_172144_547943","REG","NOR","24","467125893531879462829643157756291348918354276342768519193487625274536981685912734","000005003000000000820003050056290000000004070000060009190080020000500080600010730","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
